QuestionID,Question,Label1,Label2,Dbpedia-Relation,RelationTotal,wordCountWithput@@@,Word Count(Avg),Explicit(Avg),Hidden(Avg),Common,relnliodLogs,qanary_component-DiambiguationProperty-OKBQA,qanary_component-AnnotationofSpotProperty,K-cap,isiah
10876,Which military commander fought his battle at Fort Gadsen ?,nation,nation,"http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/state",2,1,1,0,0,0,0,,,0,1
10877,Did Phillippe Cabot go to Columbia for studying ?,operating system,operating system,"http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/operatingSystem",2,2,2,1,0,0,,,,0,0
10878,Which rivers start at the Brower's Spring ?,route end,,http://dbpedia.org/ontology/routeEnd,1,2,2,1,0,0,,,,0,0
10880,Which software uses windows as it's operating system and is written in C++ ?,awards,graduates ,"http://dbpedia.org/ontology/training,http://dbpedia.org/ontology/award",2,1,1,0,0,0,0.5,0.5,0.5,0,0
10881,Which draft team od Dale Mitchell is also the tenant of Master Card center / ?,editor,,http://dbpedia.org/ontology/publisher,1,1,1,0,0,0,,,,0,0
10883,Who is the scientist whose academic advisor was Karl Ewald Hasse ?,recorded ,@@@,"http://dbpedia.org/ontology/producer,http://dbpedia.org/ontology/recordedIn",2,0.5,1,0,0.5,0,0.5,0,0.5,0,0
10884,Count the awards received by the ones who fought the battle of france ?,executive producer,award,"http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/award",2,1.5,1.5,1,0,0,0.5,,0.5,0,1
10885,By what person of which political party is Balangir district led ?,album,opening theme,"http://dbpedia.org/ontology/album,http://dbpedia.org/ontology/openingTheme",2,1.5,1.5,1,0,0,0.5,,,0,1
10886,What is the owner of Ivanpah Solar Power Facility and the original developer of Dart ?,driver pole,,http://dbpedia.org/ontology/poleDriver,1,2,2,0,0,0,,0,,0,0
10887,Who all are buried in Arlington national cementary ?,religions,@@@,"http://dbpedia.org/ontology/profession,http://dbpedia.org/ontology/religion",2,0.5,1,0,0.5,0,0.5,0,0.5,0,0
10888,who manufactures the SHO V8 ?,automobile platform,,http://dbpedia.org/ontology/automobilePlatform,1,2,2,1,0,0,1,1,1,0,1
10889,Which shows had their painters born in England ?,border,,http://dbpedia.org/ontology/border,1,1,1,1,0,0,1,,,0,1
10890,What is the former team of the american football players whose position is Running back ?,coach,debut team,http://dbpedia.org/ontology/debutTeam,1,3,3,1,0,0,,0,0,0,0
10892,Which current players once played for Toronto argonauts ?,CPU,successor,"http://dbpedia.org/ontology/cpu,http://dbpedia.org/ontology/successor",2,1,1,1,0,0,,,,0,1
10893,Which company builds Microsoft Azure and Microsoft Surface ?,coach,,http://dbpedia.org/ontology/coach,1,1,1,1,0,0,0,1,1,0,0
10894,Which contnet license provider of Microsoft Office Picture Manager is also the game platform of Google Clud Connect ?,@@@,famous,"http://dbpedia.org/ontology/field,http://dbpedia.org/ontology/knownFor",2,0.5,1,0,0.5,0,0,0,0,0,0
10895,Did Stan Lee create the Iceman comics ?,manufacturer,manager,"http://dbpedia.org/ontology/governingBody,http://dbpedia.org/ontology/manufacturer",2,1,1,0.5,0,0,0,0,0,0,0
10897,Whihc party of the Mizoram Legislative Assembly is the government type of kumta ?,places,founded,http://dbpedia.org/ontology/foundationPlace,1,2,2,0,0,0,0,0,0,0,0
10898,What currencies are circulated in the countries where people speak French ?,own,contributes,"http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/owner",2,1,1,0,0,0,0,0,0,0,0
10899,Which division of Serbia national team is also the region of Dobinsk Ice Cave ?,born in,former team,"http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/formerTeam",2,2,2,0.5,0,0,0,,,0,1
10900,Ernest Rutherford was the advisor of how many people ?,flowing into,cities,"http://dbpedia.org/ontology/mouthMountain,http://dbpedia.org/ontology/city",2,1.5,1.5,0,0,0,0,,,0,0
10903,Where were some people associated with Steve Winwood employed at ?,networks,are from,http://dbpedia.org/ontology/locationCountry,1,3,3,0,0,0,,,,0,0
10906,Does the river shannon originate from Dowra ?,portrayed,,http://dbpedia.org/ontology/portrayer,1,1,1,0,0,0,,,,0,1
10907,What is the currency of Kerguelen Islands ?,associated music,composed,"http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/musicComposer",2,1.5,1.5,0,0,0,,0,,0,1
10908,Does Jevan Snead play as Quarterback ?,death place,death place,"http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/deathPlace",2,2,2,1,0,0,1,1,1,0,1
10909,In how many nations is Coconut a common food ingredient ?,derived,lyrics,"http://dbpedia.org/ontology/lyrics,http://dbpedia.org/ontology/basedOn",2,1,1,0.5,0,0,0,0,0,0,1
10911,Is tahiti in the Society Islands achipelago ?,published,,http://dbpedia.org/ontology/publisher,1,1,1,0,0,0,0,0,0,0,0
10913,How many games have been composed by Hirokazu Tanaka ?,capital,source country,"http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/sourceCountry",2,1.5,1.5,1,0,0,0.5,,,0,1
10914,Name few television shows's anchored by Ryan Seacrest ?,born,screenplay,http://dbpedia.org/ontology/birthPlace,1,2,2,0,0,0,,,,0,0
10915,Was Queen Latifah in the U.N.I.T.Y. group ?,narrator,,http://dbpedia.org/ontology/narrator,1,1,1,1,0,0,1,1,1,0,1
10916,List the total number of regions of the building whose are located in\Grand Forks Air Force Base ?,founded,Board,http://dbpedia.org/ontology/board,1,2,2,1,0,0,,,,0,1
10917,Which religion's people are member of BJP ?,play,,http://dbpedia.org/ontology/team,1,1,1,0,0,0,0,,,0,0
10920,Count the different alma maters of people employed by the CNN ?,died in,religion,"http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/religion",2,1.5,1.5,0.5,0,0,0,0,0,0,0
10921,How many dishes are made with an ingredient belonging to the flowering plant species ?,managed,@@@,http://dbpedia.org/ontology/managerClub,1,1,2,0,1,0,0,1,0,0,0
10922,Was the Funky Lab Rat released in North America ?,wine region,wine region,"http://dbpedia.org/ontology/wineRegion,http://dbpedia.org/ontology/wineRegion",2,2,2,1,0,0,1,,0,0,0
10923,Which is the city closest to both the Lodaiska site and the home of David w brown ?,families,,http://dbpedia.org/ontology/family,1,1,1,0,0,0,0,,,0,1
10924,"What is the state of the settlement, which is the sub assembly of Mohamedia, Tunisia ?",awards,@@@,"http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/award",2,0.5,1,0,0.5,0,0,,0.5,0,0
10925,Whose leaders are Willem-Alexander and Fredis Refunjol ?,countries,@@@,"http://dbpedia.org/ontology/county,http://dbpedia.org/ontology/county",2,0.5,1,0,0.5,0,,,,0,0
10926,What television show are distributed by Broadcast syndication ?,work,,http://dbpedia.org/ontology/occupation,1,1,1,0,0,0,0,0,0,0,1
10927,Name the person with opponents Ike Clanton and Tom McLaury ?,nearest city,,http://dbpedia.org/ontology/nearestCity,1,1,1,1,0,0,0,1,,0,1
10929,What are the airlines whose hub airport is operated by the Los Angeles World Airports ?,@@@,,http://dbpedia.org/ontology/family,1,0,1,0,1,0,,,,0,0
10930,What is used as money for French Southern and Antarctic Lands is also the  product of the Karafarin Bank ?,band member,,http://dbpedia.org/ontology/bandMember,1,2,2,1,0,0,,1,0,0,1
10932,Who are the golf players whose college is Arizona State Sun Devils ?,subsequent work,subsequent work,"http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/subsequentWork",2,2,2,1,0,0,0,,0,0,1
10933,Who is the film star of On Air with Ryan Seacrest ?,Nation,Nation,"http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/locatedInArea",2,1,1,0,0,0,0,,,0,1
10934,Who wrote Catch My soul ?,released,,http://dbpedia.org/ontology/previousWork,1,1,1,0,0,0,,,,0,0
10935,How many bands collaborated with artists who signed up with EMI ?,supervised,,http://dbpedia.org/ontology/doctoralAdvisor,1,1,1,0,0,0,1,0,1,0,0
10936,In which places can we find the people won the Project Runaway Canada ?,related,,http://dbpedia.org/ontology/related,1,1,1,1,0,0,0,,,0,0
10937,How many factions were fighting in the wars where Blue Jacket was a commander ?,two,,http://dbpedia.org/ontology/subsequentWork,1,1,1,0,0,0,,0,,0,0
10940,Did Stan Lee write the Daredevils ?,recorded in,writers,http://dbpedia.org/ontology/recordedIn,1,3,3,1,0,0,1,0,1,0,1
10942,How many record labels publish works of Jazz fusion ?,employer,,http://dbpedia.org/ontology/employer,1,1,1,1,0,0,1,0,1,0,1
10944,"To what region is Sukhumbhand Paribatra, a leader ?",tributary,,http://dbpedia.org/ontology/leftTributary,1,1,1,0,0,0,1,,,0,1
10945,"For how many movies have the music composer composed music, who have collaborated with Yes ?",chairman,home stadium,"http://dbpedia.org/ontology/chairman,http://dbpedia.org/ontology/homeStadium",2,1.5,1.5,1,0,0,0.5,,,0,0
10947,What is the total number of other nearest countries to the lakes whose nearest countries is Uganda ?,in,,http://dbpedia.org/ontology/locatedInArea,1,1,1,0,0,0,,,,0,1
10948,Give me some shows owned by BBC one and BBC hd ?,operating,,http://dbpedia.org/ontology/regionServed,1,1,1,0,0,0,,,,0,0
10949,List out the people who are related to the relatives of Jared Kushner ?,states,anthom,"http://dbpedia.org/ontology/anthem,http://dbpedia.org/ontology/country",2,1,1,0,0,0,,,,0,0
10950,Was Buzz Williams the headcoach of the Marquette Golden Eagles mens team ?,country,players,"http://dbpedia.org/ontology/club,http://dbpedia.org/ontology/nationality",2,1,1,0,0,0,0,0,,0,0
10951,How many units follow the US Navy Department's command structure ?,owns,,http://dbpedia.org/ontology/owningOrganisation,1,1,1,0,0,0,0,0,,0,0
10952,Which education institute of Duncan U. Fletcher is also the university of Vanderbilt Commodores ?,messengers,,http://dbpedia.org/ontology/veneratedIn,1,1,1,0,0,0,,,,0,0
10953,Who built the Ford Y-block engine ?,founded,division,"http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/ontology/division",2,1,1,0.5,0,0,0,,,0,0
10954,Is Plymouth High School for Girls in Devon county ?,hub airport,largest city,"http://dbpedia.org/ontology/hubAirport,http://dbpedia.org/ontology/largestCity",2,2,2,1,0,0,0,0,,0,0
10955,List the first drivers of Grand Prixes where Mika Hakkinen was a pole driver. ?,source,,http://dbpedia.org/ontology/source,1,1,1,1,0,0,1,1,1,0,0
10957,Who produced the Pixar Image Computer ?,produced,director of photography,"http://dbpedia.org/ontology/producer,http://dbpedia.org/ontology/cinematography",2,2,2,0,0,0,,0,0.5,0,1
10958,Was mother teresa beatified by John Paul the second ?,tributary,in,"http://dbpedia.org/ontology/rightTributary,http://dbpedia.org/ontology/city",2,1,1,0,0,0,0,0,0,0,1
10959,How many different people hold authority over the members of Balanidae family ?,band,,http://dbpedia.org/ontology/formerBandMember,1,1,1,0,0,0,0,0,,0,1
10961,Which fields' academic journals are found in the US ?,venerateds,venerateds,"http://dbpedia.org/ontology/veneratedIn,http://dbpedia.org/ontology/veneratedIn",2,1,1,0,0,0,1,,,0,1
10962,How many other region served are there of the companies which serves  Pacific Ocean ?,resting place,succeeded,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/restingPlace",2,1.5,1.5,0.5,0,0,0.5,0,0,0,0
10963,Which common prime minister did Graham Richardson and Bon McMullan serve ?,official language,,http://dbpedia.org/ontology/officialLanguage,1,2,2,1,0,0,0,0,0,0,1
10964,Name the alma mater of Ernest de Saisset ?,religion,500000,"http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/religion",2,1,1,0.5,0,1,,0,0,0,0
10965,Where does the Giannis Alafouzos originate ?,source country,,http://dbpedia.org/ontology/sourceCountry,1,2,2,1,0,0,1,1,1,0,1
10966,What are some party leaders of the parties which have had a seat in Berlin ?,cast members,@@@,"http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/starring",2,1,1.5,0,0.5,0,1,,,0,0
10967,What awards have been given to Screenwriters ?,successor,religion,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/region",2,1,1,0.5,0,0,0,0.5,0,0,0
10969,What companies are located in toronto ?,organisation,,http://dbpedia.org/ontology/parentOrganisation,1,1,1,0,0,0,1,0,1,0,0
10972,Which Harris County based company is a subsidiary of Tandem Computers ?,border,border,"http://dbpedia.org/ontology/border,http://dbpedia.org/ontology/border",2,1,1,1,0,0,,,,0,1
10973,What is the baseball team whose club manager's debut team is Houston Astros ?,mayor,,http://dbpedia.org/ontology/mayor,1,1,1,1,0,0,0,1,0,0,1
10974,How many corporations were founded in Texas ?,commanders,@@@,"http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/commander",2,0.5,1,0,0.5,0,0,,,0,1
10975,List all binomial authority of the insects whose one of the  binomial authority is douard Mntries ?,fly to,,http://dbpedia.org/ontology/destination,1,2,2,0,0,0,,,,0,0
10976,In which state is Red Willow Creek ?,debuted,,http://dbpedia.org/ontology/debutTeam,1,1,1,0,0,0,,0,0,0,0
10977,Name the resting place of Fazlur Rahman Khan ?,written by,,http://dbpedia.org/ontology/writer,1,2,2,0,0,0,1,0,1,0,1
10979,Count all the places where companies located in Ontario operate. ?,venerated in,,http://dbpedia.org/ontology/veneratedIn,1,2,2,1,0,0,1,,,0,1
10980,What politician's partner is Diana Taylor ?,command structure,command structure,"http://dbpedia.org/ontology/commandStructure,http://dbpedia.org/ontology/commandStructure",2,2,2,1,0,0,0,,,0,0
10982,What is the district of Methodist Central Hall Westminster ?,awards,training,"http://dbpedia.org/ontology/training,http://dbpedia.org/ontology/award",2,1,1,0.5,0,0,0,0,,0,0
10983,Does Jean Louis Arcand work for Geneva ?,company,subsidiary,http://dbpedia.org/ontology/subsidiary,1,2,2,1,0,0,0,,,0,1
10984,How many religions are followed amongst the people who've worked in the Korean army ?,predecessor,,http://dbpedia.org/ontology/predecessor,1,1,1,1,0,0,1,0,1,0,0
10985,List the people died in Hyderabad and are a member of political party ?,sport,,http://dbpedia.org/ontology/sport,1,1,1,1,0,0,,,,0,1
10986,What kind of buildings were designed by Pyusawhti ?,athletics,genre,"http://dbpedia.org/ontology/athletics,http://dbpedia.org/ontology/genre",2,1,1,1,0,0,1,,,0,1
10987,Is Esther Alder the mayor of Geneva ?,participate,,http://dbpedia.org/ontology/commander,1,1,1,0,0,0,,,,0,0
10989,What are the baseball players who played for San Francisco Giants ?,designer company,layout,"http://dbpedia.org/ontology/designCompany,http://dbpedia.org/ontology/layout",2,1.5,1.5,0.5,0,0,1,0,0.5,0,0
10990,Where does the Jerusalem Institute of Justice render their services ?,religion,@@@,http://dbpedia.org/ontology/religion,1,1,2,1,1,0,0,0,0,0,0
10991,Which political party got elected in First Legislative Assembly of Uttar Pradesh ?,head coach,@@@,http://dbpedia.org/ontology/manager,1,2,3,0,1,0,0,,,0,0
10992,"How many companies were founded in Menlo Park, California ?",board,board,"http://dbpedia.org/ontology/board,http://dbpedia.org/ontology/board",2,1,1,1,0,0,1,0,,0,1
10993,What is the television show whose channel's parent organisation is Fox Sports ?,games,@@@,"http://dbpedia.org/ontology/state,http://dbpedia.org/ontology/athletics",2,0.5,1,0,0.5,0,0,0,0,0,0
10994,Which bands are associated to David Paton ?,vice president,almamater,"http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/ontology/almaMater",2,1.5,1.5,1,0,0,,0,,0,1
10995,Where does Kafue and Shire river flow into ?,architecture,,http://dbpedia.org/ontology/architecturalStyle,1,1,1,0,0,0,1,0,1,0,0
10996,Who is the president when Loretta Ucelli used to work for Democratic party ?,left tributary,state,"http://dbpedia.org/ontology/leftTributary,http://dbpedia.org/ontology/state",2,1.5,1.5,1,0,0,,,,0,0
10997,was Charlemagne canonized by antipope pachal 3 ?,animator,director,"http://dbpedia.org/ontology/animator,http://dbpedia.org/ontology/director",2,1,1,1,0,0,0.5,,,0,0
11000,What are the players whose former teams are Carolina Panthers and Indianapolis Colts ?,engagements,,http://dbpedia.org/ontology/battle,1,1,1,0,0,0,1,0,1,1,1
11001,Is Akan spoken in Ghana ?,died,@@@,http://dbpedia.org/ontology/deathPlace,1,1,2,0,1,0,,,,1,1
11002,How many basketball players studied in the Midland College ?,state of origin,,http://dbpedia.org/ontology/stateOfOrigin,1,3,3,1,0,0,1,0,0,0,1
11004,Rickenbacker is a musical instrument played by which artists ?,written,,http://dbpedia.org/ontology/nonFictionSubject,1,1,1,0,0,0,0,0,0,0,0
11005,Is Liang Chow the headcoach of Shawn Johnson ?,died in,debut team,http://dbpedia.org/ontology/deathPlace,1,4,4,0,0,0,1,0,0,1,1
11006,What ethinicity of Linda Hogan is also the state of origin of Holmes Colbert ?,associated band,associated musical artist,"http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/ontology/associatedMusicalArtist",2,2.5,2.5,1,0,0,0,0,0,0,0
