,QuestionID,Question,Query,TripleSize,RelationTotal,BooleanAns,NumberAnswer,ListAnswer,ResourceTotal,ClassTotal,QuestionLength,Dharmen,SINA
846,10846.0,How many cities are around the sea in which the the fig tree bay meets ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Fig_Tree_Bay> <http://dbpedia.org/ontology/inflow> ?x . ?x <http://dbpedia.org/property/cities> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Sea>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0
848,10848.0,Count the number of families of the Animal kingdom. ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/kingdom> <http://dbpedia.org/resource/Animal> . ?x <http://dbpedia.org/ontology/family> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0
850,10850.0,"Where is the ground of the soccer club, which has Alan Kusov as a team member ?",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Alan_Kusov__11> <http://dbpedia.org/ontology/team> ?x . ?x <http://dbpedia.org/ontology/ground> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SoccerClub>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,0.0
851,10851.0,"Give the name of the river with source place as Australian Alps and has mouth place as Goolwa , a place in Siyuth Australia ?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/sourcePlace> <http://dbpedia.org/resource/Australian_Alps> . ?uri <http://dbpedia.org/ontology/mouthPlace> <http://dbpedia.org/resource/Goolwa,_South_Australia>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>}",5.0,2.0,0.0,0.0,1.0,2.0,1.0,24.0,0.0,0.0
852,10852.0,Did Trish Stratus train Christina Crawford ?,ASK WHERE { <http://dbpedia.org/resource/Christina_Crawford_(wrestler)> <http://dbpedia.org/property/trainer> <http://dbpedia.org/resource/Trish_Stratus> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0
853,10853.0,Who is the writer of the Cavalcade of America and The United States Steel Hour ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cavalcade_of_America> <http://dbpedia.org/ontology/writer> ?uri. <http://dbpedia.org/resource/The_United_States_Steel_Hour> <http://dbpedia.org/ontology/writer> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0
854,10854.0,Count the total religions followed by the ones living in England. ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/residence> <http://dbpedia.org/resource/England> . ?x <http://dbpedia.org/property/religion> ?uri  . },3.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0
856,10856.0,Which river flows through both eastern and western washington ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eastern_Washington> <http://dbpedia.org/ontology/river> ?uri. <http://dbpedia.org/resource/Central_Washington> <http://dbpedia.org/ontology/river> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0
857,10857.0,What is the nationality of the golf player who won the  2002 Players Championship ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2002_Players_Championship> <http://dbpedia.org/ontology/champion> ?x . ?x <http://dbpedia.org/ontology/nationality> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/GolfPlayer>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0
858,10858.0,Which companies are founded in the city of which Collin County Texas is a part ?,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/part> <http://dbpedia.org/resource/Collin_County,_Texas> . ?uri <http://dbpedia.org/ontology/foundationPlace> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0
859,10859.0,Which home stadium of 2011-12 FC Spartak Moscow season is also the location of birth of the Svetlana Gounkina ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2011–12_FC_Spartak_Moscow_season> <http://dbpedia.org/ontology/homeStadium> ?uri. <http://dbpedia.org/resource/Svetlana_Gounkina> <http://dbpedia.org/ontology/birthPlace> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,19.0,0.0,0.0
861,10861.0,"How many different pole drivers are there, of the GPs when Renault was the first team ?",SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/firstTeam> <http://dbpedia.org/resource/Renault_in_Formula_One> . ?x <http://dbpedia.org/ontology/poleDriver> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FormulaOneRacer>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,16.0,0.0,0.0
862,10862.0,What are all the TV shows which are related to the ones produced by Julie Gardner ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/executiveProducer> <http://dbpedia.org/resource/Julie_Gardner> . ?uri <http://dbpedia.org/ontology/related> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,0.0
864,10864.0,How many people have worked in the band one of whose current member is Hynief ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/currentMembers> <http://dbpedia.org/resource/Hynief> . ?x <http://dbpedia.org/ontology/bandMember> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0
865,10865.0,Does Mt St. Peter Churt follow the architectural style of art deco ?,ASK WHERE { <http://dbpedia.org/resource/Mount_St._Peter_Church> <http://dbpedia.org/property/architecture> <http://dbpedia.org/resource/Art_Deco> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0
867,10867.0,Is william doyle the chairman of Georgetown university ?,ASK WHERE { <http://dbpedia.org/resource/Georgetown_University> <http://dbpedia.org/property/chairman> <http://dbpedia.org/resource/William_Doyle_(businessman)> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
868,10868.0,Count me all the video game distributor whose parent company is Warner Bros ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/parent> <http://dbpedia.org/resource/Warner_Bros.> . ?uri <http://dbpedia.org/property/distributor> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/VideoGame>},4.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0
869,10869.0,Was Elizabeth Ann Seton canonized by Pope Paul VI ?,ASK WHERE { <http://dbpedia.org/resource/Elizabeth_Ann_Seton> <http://dbpedia.org/property/canonizedBy> <http://dbpedia.org/resource/Pope_Paul_VI> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
870,10870.0,Is Sao Paulo the largest city of Brazil ?,ASK WHERE { <http://dbpedia.org/resource/Brazil> <http://dbpedia.org/property/largestCity> <http://dbpedia.org/resource/São_Paulo> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
873,10873.0,Which ppolitical party of Yashpal Kapur is also the owner of National Herald ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_National_Herald_(India)> <http://dbpedia.org/ontology/owner> ?uri. <http://dbpedia.org/resource/Yashpal_Kapur> <http://dbpedia.org/ontology/party> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0
879,10879.0,Is jim harbaugh currently in the Michigan Wolverines ?,ASK WHERE { <http://dbpedia.org/resource/Jim_Harbaugh> <http://dbpedia.org/property/currentteam> <http://dbpedia.org/resource/Michigan_Wolverines> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
882,10882.0,Was christina crawford trained by Booker T ?,ASK WHERE { <http://dbpedia.org/resource/Christina_Crawford_(wrestler)> <http://dbpedia.org/property/trainer> <http://dbpedia.org/resource/Booker_T_(wrestler)> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0
883,10883.0,In how many places has Garbage recorded their songs ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Garbage_(band)> . ?x <http://dbpedia.org/ontology/recordedIn> ?uri  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0
885,10885.0,What is the television show whose opening theme's album is Cheers ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/album> <http://dbpedia.org/resource/Cheers> . ?uri <http://dbpedia.org/ontology/openingTheme> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0
887,10887.0,How many different religions have economists followed ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/profession> <http://dbpedia.org/resource/Economist> . ?x <http://dbpedia.org/ontology/religion> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0
891,10891.0,Did John Byrne create Emma Frost ?,ASK WHERE { <http://dbpedia.org/resource/Emma_Frost> <http://dbpedia.org/property/creators> <http://dbpedia.org/resource/John_Byrne_(comics)> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0
892,10892.0,What is the device whose successor's CPU is by AMD ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/cpu> <http://dbpedia.org/resource/Advanced_Micro_Devices> . ?uri <http://dbpedia.org/ontology/successor> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Device>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0
894,10894.0,What made Jon Speelman and Eric Schiller famous ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jon_Speelman> <http://dbpedia.org/ontology/field> ?uri. <http://dbpedia.org/resource/Eric_Schiller> <http://dbpedia.org/ontology/knownFor> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0
895,10895.0,Which manufacturer of the Boeing B-17 Flying fortress is the manager of burro Flats Painted Caves ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Burro_Flats_Painted_Cave> <http://dbpedia.org/ontology/governingBody> ?uri. <http://dbpedia.org/resource/Boeing_B-17_Flying_Fortress> <http://dbpedia.org/ontology/manufacturer> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0
896,10896.0,How many people currently play for Stoke City F.C. ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/currentclub> <http://dbpedia.org/resource/Stoke_City_F.C.>  . },2.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0
897,10897.0,In how many different places can I find companies which were founded in toronto ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Toronto> . ?x <http://dbpedia.org/property/locations> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0
898,10898.0,How many organizations own the website to which Jimmy Wales contributes ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Jimmy_Wales> . ?x <http://dbpedia.org/ontology/owner> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Organisation>},4.0,2.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,0.0
900,10900.0,Through how many cities does the river flowing into Arkansas go ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/mouthMountain> <http://dbpedia.org/resource/Arkansas> . ?x <http://dbpedia.org/ontology/city> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0
902,10902.0,Did Jim Kiick do his highschool in New Jersey ?,ASK WHERE { <http://dbpedia.org/resource/Jim_Kiick> <http://dbpedia.org/property/highSchool> <http://dbpedia.org/resource/New_Jersey> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
903,10903.0,What shows are on the networks which are from the United States ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/United_States> . ?uri <http://dbpedia.org/property/network> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
904,10904.0,Was the song The Boy is Mine recorded in Atlanta ?,ASK WHERE { <http://dbpedia.org/resource/The_Boy_Is_Mine_(song)> <http://dbpedia.org/property/recorded> <http://dbpedia.org/resource/Atlanta> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0
905,10905.0,How many things do bridges designed by the UEM group go over ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/designer> <http://dbpedia.org/resource/UEM_Group> . ?x <http://dbpedia.org/property/crosses> ?uri  . },3.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0
907,10907.0,Which movies' music is composed by people associated with the band Yes ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/associatedMusicalArtist> <http://dbpedia.org/resource/Yes_(band)> . ?uri <http://dbpedia.org/ontology/musicComposer> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
908,10908.0,What is the death place of the Marina Pankova and Viktor Ulyanich ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Marina_Pankova> <http://dbpedia.org/ontology/deathPlace> ?uri. <http://dbpedia.org/resource/Viktor_Ulyanich> <http://dbpedia.org/ontology/deathPlace> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
910,10910.0,How many services are there of the companies whose services is Web hosting service ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/services> <http://dbpedia.org/resource/Web_hosting_service> . ?x <http://dbpedia.org/property/services> ?uri },3.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,0.0
912,10912.0,How many politicians are in the militia ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/branch> <http://dbpedia.org/resource/Militia>  . },2.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0
913,10913.0,Name the rivers whose source country's capital is Lusaka ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/capital> <http://dbpedia.org/resource/Lusaka> . ?uri <http://dbpedia.org/ontology/sourceCountry> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0
914,10914.0,Some movies whose screenplay is done by american born people ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/United_States> . ?uri <http://dbpedia.org/property/screenplay> ?x  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0
916,10916.0,Enumerate all those who are in the Board of companies founded in New York ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/foundation> <http://dbpedia.org/resource/New_York> . ?uri <http://dbpedia.org/ontology/board> ?x  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0
918,10918.0,Was Michael Schumacher a pole driver in the 1999 GP ?,ASK WHERE { <http://dbpedia.org/resource/1999_Japanese_Grand_Prix> <http://dbpedia.org/property/poleDriver> <http://dbpedia.org/resource/Michael_Schumacher> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0
919,10919.0,How many universities participate in the NCAA Division I Football Bowl Subdivision ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/athletics> <http://dbpedia.org/resource/NCAA_Division_I_Football_Bowl_Subdivision>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>},3.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0
921,10921.0,How many people have managed a club which owns the Riverside Stadium ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/ground> <http://dbpedia.org/resource/Riverside_Stadium> . ?uri <http://dbpedia.org/ontology/managerClub> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0
922,10922.0,How many other wine region are there of the grapes whose one of the wine region is Michigan ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/wineRegion> <http://dbpedia.org/resource/Michigan> . ?x <http://dbpedia.org/ontology/wineRegion> ?uri },3.0,2.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0
924,10924.0,How many awards have screenwriters won ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Screenwriter> . ?x <http://dbpedia.org/ontology/award> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0
925,10925.0,List the countries through which European rout E39 and E8 passes ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/European_route_E39> <http://dbpedia.org/ontology/county> ?uri. <http://dbpedia.org/resource/European_route_E8> <http://dbpedia.org/ontology/county> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0
926,10926.0,How many people work at the FBI ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Federal_Bureau_of_Investigation>  . },2.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0
931,10931.0,Does MSX BASIC have a license of microsoft ?,ASK WHERE { <http://dbpedia.org/resource/MSX_BASIC> <http://dbpedia.org/property/license> <http://dbpedia.org/resource/Microsoft> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
935,10935.0,How many thesis were supervised by Ernest Rutherford ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/doctoralAdvisor> <http://dbpedia.org/resource/Ernest_Rutherford>  . },2.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0
938,10938.0,How many people currently play for the NYC FC ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/currentclub> <http://dbpedia.org/resource/New_York_City_FC>  . },2.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0
939,10939.0,Is Gutenberg neighbouring with Madiswil ?,"ASK WHERE { <http://dbpedia.org/resource/Madiswil> <http://dbpedia.org/property/neighboringMunicipalities> <http://dbpedia.org/resource/Gutenburg,_Switzerland> }",3.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0
940,10940.0,What is the total number of writers whose singles are recorded in Miami ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/recordedIn> <http://dbpedia.org/resource/Miami> . ?x <http://dbpedia.org/property/writer> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0
941,10941.0,Daniel L D Granger and Job Durfee have based their political career in which US state ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Daniel_L._D._Granger> <http://dbpedia.org/property/state> ?uri. <http://dbpedia.org/resource/Job_Durfee> <http://dbpedia.org/property/state> ?uri . },4.0,0.0,0.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0
943,10943.0,How many different mascots are there of the NCAA teams ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/athletics> <http://dbpedia.org/resource/National_Collegiate_Athletic_Association> . ?x <http://dbpedia.org/property/mascot> ?uri  . },3.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0
945,10945.0,How many home stadiums are there of the seasons whose chairman in Merritt Paulson ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/chairman> <http://dbpedia.org/resource/Merritt_Paulson> . ?x <http://dbpedia.org/ontology/homeStadium> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,0.0
946,10946.0,Give me the count of all the names of characters created by Frank Miller ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/creators> <http://dbpedia.org/resource/Frank_Miller_(comics)> . ?x <http://dbpedia.org/property/characterName> ?uri  . },3.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0
947,10947.0,Give me a count of bridges located in California ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/California>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bridge>},3.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0
949,10949.0,"What all are in the states whose anthem is Ja, vi esker dette landet ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/anthem> <http://dbpedia.org/resource/Ja,_vi_elsker_dette_landet> . ?uri <http://dbpedia.org/ontology/country> ?x  . }",3.0,2.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0
