,QuestionID,Question,Label1,Label2,Dbpedia-Relation,RelationTotal,wordCountWithput@@@,Word Count(Avg),Explicit(Avg),Hidden(Avg),Common,relnliodLogs,qanary_component-DiambiguationProperty-OKBQA,qanary_component-AnnotationofSpotProperty,K-cap,isiah
1087,11330,Which continents can be reached by flight companies available on Gatwick Airport ?,flow into,0.0,http://dbpedia.org/ontology/mouthMountain,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1091,11334,Whichlocation city of the Denver Broncos is the palce of birth of Steven Clark Cunningham ?,lieutenant,0.0,http://dbpedia.org/ontology/lieutenant,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1094,11337,Count all those whose youthclub performed at the 14-15 La Liga ?,written by,buried,"http://dbpedia.org/ontology/restingPlace,http://dbpedia.org/ontology/author",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1095,11338,What city is it where Wayne Allard governs and Juli Ashton was born ?,heads,@@@,"http://dbpedia.org/ontology/jurisdiction,http://dbpedia.org/ontology/leader",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1096,11340,Count the number of broadcast area of the TV stations which serves in Agalga ?,sovereign state,citizen of,"http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/citizenship",2,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1099,11343,Do Ctenochaetus Binotatus lie in the cActinopterygii class ?,territory,0.0,http://dbpedia.org/ontology/territory,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1100,11344,How many food items have an ingredient from the Sapindales family ?,inspired,0.0,http://dbpedia.org/ontology/stylisticOrigin,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1104,11348,Where is the hometown of A Bartlett Giamatti ?,subjects,novels,"http://dbpedia.org/ontology/literaryGenre,http://dbpedia.org/ontology/nonFictionSubject",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1105,11349,Who won the silver medal when the bronze was won by Yang Yilin ?,League,team,http://dbpedia.org/ontology/team,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1117,11364,What is the ideology of the Union of Cambodian Democrats which is also the ideology of Palang Dharma Party ?,makes,@@@,"http://dbpedia.org/ontology/artist,http://dbpedia.org/ontology/subsequentWork",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1118,11366,What is the honorary title of the narrator of Everything Will Be OK ?,work,500000,"http://dbpedia.org/ontology/notableWork,http://dbpedia.org/ontology/notableWork",2,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0
1119,11367,"Does the white river flow into the connecticut river{u'_id': u'97e02dcf44aa43c1b7cc7a7c155b118f', ?",non fiction subjects,@@@,"http://dbpedia.org/ontology/literaryGenre,http://dbpedia.org/ontology/nonFictionSubject",2,1.5,2.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1123,11371,Does mumbai manage the railway line going to the daund railway junction ?,makes,0.0,http://dbpedia.org/ontology/manufacturer,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1125,11373,Under which president did some politicians live in Kensington ?,governed ,currencies,"http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/currency",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1126,11374,What awards were given to the producer of Chicken Little ?,died,faith in,"http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/deathPlace",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1132,11380,Is Lyndon bridge a kind of Truss bridge ?,@@@,0.0,http://dbpedia.org/ontology/automobilePlatform,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1134,11383,In which nation does the league take place where C.D. Primeiro de Agosto play ?,founded by,located,"http://dbpedia.org/ontology/foundedBy,http://dbpedia.org/ontology/locationCity",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1135,11385,Colin Powell was the commander of which military conflict ?,kind of,0.0,http://dbpedia.org/ontology/programmeFormat,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1142,11392,Does the north carolina highway 280 end in Arden ?,genres,available on,http://dbpedia.org/ontology/computingPlatform,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1143,11393,How many people are buried in the Mausoleum of Augustus ?,nearest city,0.0,http://dbpedia.org/ontology/nearestCity,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1147,11399,Who owns the radio stations in Alabama ?,famous,born,http://dbpedia.org/ontology/knownFor,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1152,11404,What is the television show whose opening theme is Where Everybody Knows Your Name ?,in,first,"http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/firstAscentPerson",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1154,11406,"What nation is Hornito located in, where Jamie Bateman Cayn died too ?",first,0.0,http://dbpedia.org/ontology/firstAscentPerson,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1155,11407,How many shows belong to the network one of whose sister station is Cartoonite ?,screenplay,located in,http://dbpedia.org/ontology/birthPlace,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1157,11411,Moscow-Kazan high speed railway starts from which station ?,runs on,license,"http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/license",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1158,11412,"Where are all the protected areas near Bend, Oregon ?",produced,0.0,http://dbpedia.org/ontology/producer,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1160,11414,In how many places did Julian Leow Beng Kim study ?,team,state,http://dbpedia.org/ontology/team,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1164,11421,Give me a count on scientist who are known for garrison is Tennessee ?,first to,@@@,"http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/firstAscentPerson",2,1.0,1.5,0.0,0.5,0,0.0,0.0,0.0,0,0
1166,11423,Is the Mount St Peter Church made in the international architectural style ?,driver,first driver,"http://dbpedia.org/ontology/poleDriver,http://dbpedia.org/ontology/firstDriver",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1167,11424,What is the state of origin of Thomas Pfyl ?,similar,0.0,http://dbpedia.org/ontology/relatedMeanOfTransportation,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1168,11425,How many movies have been cinematographed by Jordan Cronenweth ?,mountains,0.0,http://dbpedia.org/ontology/sourceMountain,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1169,11427,List the language of Kunsten Museum of moder art Aalborg ?,timezone,0.0,http://dbpedia.org/ontology/timeZone,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1170,11429,"Name a military unit whose command structure is United States Department of the Navy and garrison is Arlington County, Virginia ?",album of,recorded,"http://dbpedia.org/ontology/artist,http://dbpedia.org/ontology/recordedIn",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1171,11430,List the relative of Tim Nanai-Williams ?,previously played,@@@,http://dbpedia.org/ontology/formerTeam,1,2.0,3.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1172,11431,Count the  origin of the beverages which have been originated in england / ?,regions served,regions served,"http://dbpedia.org/ontology/regionServed,http://dbpedia.org/ontology/regionServed",2,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1176,11435,For how many cities's teams did David Bowens play ?,lead by,networks,"http://dbpedia.org/ontology/keyPerson,http://dbpedia.org/ontology/network",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1177,11436,what are some neighboring cities of Pregny Chambsy ?,team,0.0,http://dbpedia.org/ontology/team,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1178,11437,How many honorary title are there of the scientists who has  Australian of the Year award ?,battles,alumni,http://dbpedia.org/ontology/almaMater,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1179,11438,What is the total number of companies who use a language designed by Bjarne Stroustrup ?,leader,neighbouring municiplality,"http://dbpedia.org/ontology/mayor,http://dbpedia.org/ontology/neighboringMunicipality",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1181,11440,What is the political party of the daughter of Jawaharlal Nehru ?,founders,0.0,http://dbpedia.org/ontology/foundedBy,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1185,11445,In which country is Sierra del Merendin ?,leading,party,"http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/otherParty",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1189,11453,How many non-fiction subject are there of the books whose one of the non-fiction subject is Ankh-Morpork City Watch ?,inside,0.0,http://dbpedia.org/ontology/location,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1191,11457,"List all the settlements which has a part named Seguin,Texas ?",laid to rest,0.0,http://dbpedia.org/ontology/placeOfBurial,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1193,11459,How many organizations work for Environmentalism ?,flow into,0.0,http://dbpedia.org/ontology/mouthMountain,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1194,11460,What are the organisation founded in Texas and Dallas ?,political party,ideologies,http://dbpedia.org/ontology/ideology,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1195,11461,List the members of Skull Gang ?,in,owns,http://dbpedia.org/ontology/locatedInArea,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1196,11462,Count the movies directed by Tim Burton and music composer Danny Elfman ?,type,0.0,http://dbpedia.org/ontology/type,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1197,11465,People who debuted from Houston Astros have played in which clubs ?,debuted,500000,"http://dbpedia.org/ontology/debutTeam,http://dbpedia.org/ontology/debutTeam",2,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0
1198,11466,What sport played at Islamic azad uni employes Craig Van Tilbury ?,military unit,0.0,http://dbpedia.org/ontology/militaryUnit,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1200,11469,Foxy Brown was associated with which band ?,end,flows,"http://dbpedia.org/ontology/rightTributary,http://dbpedia.org/ontology/mouthCountry",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1201,11470,Whose military units are VMF-218 and VMF-155 ?,Vice President,tomb,"http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/ontology/restingPlace",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1204,11473,Did Christian Barnard study in the University of Minnesota ?,works,@@@,"http://dbpedia.org/ontology/employer,http://dbpedia.org/ontology/employer",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1210,11482,Count the number of different religions that field marshals have followed ?,@@@,0.0,http://dbpedia.org/ontology/militaryBranch,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1212,11484,What is the stylistic origin of Wizard rock ?,band,band,"http://dbpedia.org/ontology/musicalBand,http://dbpedia.org/ontology/associatedBand",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1215,11487,Name a few whose live in a place where Indian English is an official language ?,company,network,http://dbpedia.org/ontology/network,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1221,11496,What sports are played at institutes affiliated by the Association of Southeast Asian Institutes of Higher Learning ?,famous for,@@@,http://dbpedia.org/ontology/knownFor,1,2.0,3.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1222,11498,"What sport amongst the one Lagos Preparatory School practices, did Willian Garne play for ?",musical,0.0,http://dbpedia.org/ontology/associatedMusicalArtist,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1223,11499,"Count the different places where the people died, who were born in England ?",in,0.0,http://dbpedia.org/ontology/city,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1226,11503,What are the famous Uni Toronto scientists known for ?,source place,mouth place,"http://dbpedia.org/ontology/sourcePlace,http://dbpedia.org/ontology/mouthPlace",2,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1229,11507,Count number of people who follow a religion which has an important office in Gold Base ?,similar,produced,"http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/related",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1231,11510,Murray Gold has composed music for how many things ?,edited by,directed by,http://dbpedia.org/ontology/director,1,4.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1233,11513,How many people have led agencies in German occupied Europe ?,Vice President,Vice President,"http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/ontology/vicePresident",2,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1236,11516,Which are the  automobile platform whose one of the automobile platform is Dodge ?,division,0.0,http://dbpedia.org/ontology/division,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1241,11521,What is the county of Saint Lucia national cricket team ?,music composer,0.0,http://dbpedia.org/ontology/musicComposer,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1247,11529,Kendall Jenner has how many relatives ?,operated,produces,"http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/manufacturer",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1248,11530,How many people were drafted in the LA Clippers ?,second track,0.0,http://dbpedia.org/ontology/subsequentWork,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1252,11536,In how many different wars have people graduated from the Army Command and General staff college fought ?,family,0.0,http://dbpedia.org/ontology/family,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1255,11539,How many books are there whose author's tomb is in Madrid ?,study,0.0,http://dbpedia.org/ontology/institution,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1257,11541,Name the common sports played at Polytechnic University of Philippines San Juan and Islamic Azad University ?,similar,succeeded,http://dbpedia.org/ontology/predecessor,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1258,11542,Ryan Seacrest has been the presenter of how many things ?,maintainer,seat,"http://dbpedia.org/ontology/maintainedBy,http://dbpedia.org/ontology/countySeat",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1260,11545,Did the New Way party merge in the One Israel party ?,team,play,"http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/team",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1261,11546,What are the television shows whose network is BBC HD ?,religion,@@@,http://dbpedia.org/ontology/profession,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1263,11549,Was John Muir the first one to ascend one of the peaks in the cathedral peak ?,relation,0.0,http://dbpedia.org/ontology/relation,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1266,11555,What is the river on which the Kariba Dam and Batoka Gorge Hydroelectirc power station exist ?,@@@,0.0,http://dbpedia.org/ontology/militaryRank,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1272,11565,What sports are played in schools where Swahili is the official language ?,distributor,0.0,http://dbpedia.org/ontology/distributingLabel,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1274,11567,What is the occupation of the people who are born in Iowa ?,junction,state,"http://dbpedia.org/ontology/routeJunction,http://dbpedia.org/ontology/state",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1278,11571,Which minister was responsible for Kriminalpolizie ?,painter,important things,http://dbpedia.org/ontology/notableWork,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1283,11578,"Where does the river flows into, which starts in Gredelj ?",president,president,"http://dbpedia.org/ontology/president,http://dbpedia.org/ontology/president",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1284,11579,Did chris lebenzon edit Batman returns ?,work,series,http://dbpedia.org/ontology/series,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1286,11581,Was Let it Be written by Ringo Starr ?,origin,0.0,http://dbpedia.org/ontology/origin,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1288,11583,In what tv shows did Jason Carter act ?,commanders,religion,http://dbpedia.org/ontology/religion,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1289,11584,Which television shows have been produced by Erik Bork ?,living,@@@,"http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/occupation",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1291,11586,Name some Texas based companies ?,language,country,"http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/country",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1293,11588,By whom is the broadcaster network Bounce TV founded ?,launch site,launch site,"http://dbpedia.org/ontology/launchSite,http://dbpedia.org/ontology/launchSite",2,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1294,11589,Where did the people beatified by Pope Pius X die ?,movement,nations,"http://dbpedia.org/ontology/movement,http://dbpedia.org/ontology/nationality",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1297,11592,Who were the pole drivers in GP when Damon hill was a first driver ?,lieutenant,0.0,http://dbpedia.org/ontology/lieutenant,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1298,11593,How many awards have royal designers for industry awardwinners got ?,start,0.0,http://dbpedia.org/ontology/sourceRegion,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1300,11595,Which party won both the general electoin and the andhra pradesh election in 2004 ?,important person,0.0,http://dbpedia.org/ontology/keyPerson,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1302,11599,Which airlines fly to Gimhae International Airport ?,built,launched,"http://dbpedia.org/ontology/launchSite,http://dbpedia.org/ontology/manufacturer",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1306,11604,Where is Denver Broncos located ?,in,in,"http://dbpedia.org/ontology/origin,http://dbpedia.org/ontology/origin",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1309,11607,Count the different religions practiced by people who are in the Malaysian and Chinese association. ?,famous,500000,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/knownFor",2,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0
1310,11608,Name few companies where don berlin and michael sears have worked together ?,written,0.0,http://dbpedia.org/ontology/programmingLanguage,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1312,11610,Was George Cash in the western australian parliament ?,genre,@@@,http://dbpedia.org/ontology/stylisticOrigin,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1317,11619,What is the layout of Subaru Legacy (second generation) ?,served,burried,"http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/ontology/restingPlace",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1318,11621,Who are the people who died in a place architected by Jens Jensen ?,label,@@@,"http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/recordLabel",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1321,11624,Is Pittsburgh Steelers the former team of Marv McFadden ?,own,nation,"http://dbpedia.org/ontology/owningOrganisation,http://dbpedia.org/ontology/country",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1322,11625,What is the ideology of Palang Dharma Party ?,HQ,headed,"http://dbpedia.org/ontology/headquarter,http://dbpedia.org/ontology/leader",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1326,11631,How many cities are around the sea in which the ionian sea flows ?,grandsire,race,http://dbpedia.org/ontology/grandsire,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1329,11634,Does Lionel Messi play in the Argentina National Football Team ?,battles,0.0,http://dbpedia.org/ontology/place,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1330,11635,Does the owyhee river flow into oregon ?,as,0.0,http://dbpedia.org/ontology/maintainedBy,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1331,11637,Was X the Unknown edited by James needs ?,kind of,0.0,http://dbpedia.org/ontology/literaryGenre,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1333,11640,Who is the president of United World College of Costa Rica ?,based,@@@,"http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/location",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1337,11645,Count all the books written by an author buried in the Convent of Barefoot Trinitarians ?,official language,area,"http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/academicDiscipline",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1339,11647,What is the total number of office holders who preceded the people working under president bill clinton ?,genre,similar,"http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/related",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
