QuestionID,Question,TripleSize,RelationTotal,ResourceTotal,ClassTotal,QuestionLength,Resources,Words Count in Entity1,Special Character1,Explicit/Implicit E1,Capital/Small Letters E1,aylienNERagdistis,tagmeNEDlogs,DBpediaNERAgdistis3252,ambiverseNEDlogs,meaningcloudAgdistis,qanary_logs_DBpediaSpotlightNED,meaningCloudNEDnew,textrazorAgdistis,dandiNERAgdistisFINAL,dandilionNEDlogs,OntotextNEDlogs,babelfyAgdistis3000,ambiverseAgdistis,tagmeAgdistis,EntityClassifier_NER_Agdistis,newBabelfyNEDlogs,stanfordAgdistis,ontotextAgdistis,AmbiverseNED 2.0,AmbiverseStanford 2.0
10417,"What is the country whose administrative centre is Hagta, Guam ?",3,1,1,1,10,"http://dbpedia.org/resource/Hagåtña,_Guam",2,FALSE,FALSE,TRUE,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,1,0
10418,What is the political party of the of Bengalis ?,3,2,1,0,9,http://dbpedia.org/resource/Bengalis,1,FALSE,TRUE,TRUE,0,,0,,,0,,,0,0.6666666667,,,,,0,0,,0,,
10419,Was Writings and Drawings illustrated by Bob Dylan ?,3,0,2,0,8,"http://dbpedia.org/resource/Writings_and_Drawings,http://dbpedia.org/resource/Bob_Dylan",3,FALSE,TRUE,FALSE,0.6666666667,0.6666666667,0.6666666667,,,0.6666666667,0.6666666667,0.6666666667,1,1,1,,,0.6666666667,0.4,1,0.6666666667,1,1,
10420,"How many major shrine are there, of the saints whose beatified by Pope Pius XI ?",3,1,1,0,15,http://dbpedia.org/resource/Pope_Pius_XI,3,FALSE,TRUE,TRUE,0,0.6666666667,0,,,0.6666666667,,0,0,0.5,0.5,,,0,0,0.6666666667,0,0,1,0
10421,Count all the things licensed as Software as a service. ?,2,1,1,0,10,http://dbpedia.org/resource/Software_as_a_service,4,FALSE,TRUE,FALSE,,,,,,,,,0,0,1,,,,0,,,1,,
10422,How many different kinds of games are published by Interplay Entertainment ?,3,1,1,0,11,http://dbpedia.org/resource/Interplay_Entertainment,2,FALSE,TRUE,TRUE,1,1,1,,1,1,,1,1,0.6666666667,0.6666666667,,,1,1,0.6666666667,1,1,1,1
10423,How many different kinds of softwares have been released under the GPL license ?,3,1,1,0,13,http://dbpedia.org/resource/GNU_General_Public_License,2,FALSE,FALSE,FALSE,1,,1,,,1,,1,,,0,,,,1,0.5,1,,1,0
10424,Who produced wizards vs aliens ?,2,1,1,0,5,http://dbpedia.org/resource/Wizards_vs_Aliens,3,FALSE,TRUE,FALSE,,1,,,,,,,,1,,,,,,0.6666666667,,,,
10425,Which team did Bill Murphy and Jean Segura play for ?,4,2,2,0,10,"http://dbpedia.org/resource/Bill_Murphy_(baseball),http://dbpedia.org/resource/Jean_Segura",2,FALSE,FALSE,TRUE,0.6666666667,0.6666666667,0.6666666667,,,0.6666666667,,0.5,0.5,0.5,0.5,0,,0.6666666667,0.5,0,0.5,0.5,1,
10426,What location country of AH141 is also the nation of malaysia Junior hockey league ?,4,2,2,0,14,"http://dbpedia.org/resource/AH141,http://dbpedia.org/resource/Malaysia_Junior_Hockey_League",1,FALSE,TRUE,TRUE,0.6666666667,1,0.6666666667,,0,0.6666666667,,,0.5,1,0,,,0.6666666667,0.5,0.5714285714,,0,,
10427,On how many subjects has Random house publishers published books ?,3,0,1,0,10,http://dbpedia.org/resource/Random_House,2,FALSE,TRUE,FALSE,,,1,,,1,,1,1,0.5,1,1,,,0,1,,1,,
10428,What are the things Eric Schiller known for ?,2,1,1,0,8,http://dbpedia.org/resource/Eric_Schiller,2,FALSE,TRUE,TRUE,0,1,0,,,1,,0,0,1,1,,,0,0,,0,0,1,
10429,Does Walt Disney Studio have a subsidiary called PixarCascadia_ ?,3,1,2,0,9,"http://dbpedia.org/resource/Walt_Disney_Studios_(division),http://dbpedia.org/resource/Pixar",3,FALSE,FALSE,TRUE,0,0,,,0,,,0,0,0,0,,,,0,,0,0,1,0
10430,Who is the leader of the Kriminalpolizei and Ordnungspolizei ?,4,2,2,0,9,"http://dbpedia.org/resource/Kriminalpolizei,http://dbpedia.org/resource/Ordnungspolizei",1,FALSE,TRUE,TRUE,1,1,1,,,1,,1,1,0.8,0.6666666667,,,1,1,,1,1,1,
10431,Does vance johnson play as a wide receiver ?,3,1,2,0,8,"http://dbpedia.org/resource/Vance_Johnson,http://dbpedia.org/resource/Wide_receiver",2,FALSE,TRUE,FALSE,0.6666666667,1,0.6666666667,,,1,,0.6666666667,0.5,0.8,0.6666666667,,,0.6666666667,0.6666666667,0.4,,,,
10432,How many different products are there of the companies located in the US ?,3,2,1,0,13,http://dbpedia.org/resource/United_States,2,FALSE,FALSE,FALSE,,,,1,,,,0,0,0,1,,0,,0,0.6666666667,0,,1,0
10433,List all the former broadcast network of WMDN ?,2,1,1,0,8,http://dbpedia.org/resource/WMDN,1,FALSE,TRUE,TRUE,1,1,0.6666666667,,0,0.6666666667,,1,1,1,0,0.6666666667,,1,0.6666666667,0.6666666667,,1,,
10434,"Who are the people which were the influencer of the person, who influenced Costanzo Preve ?",4,2,1,1,15,http://dbpedia.org/resource/Costanzo_Preve,2,FALSE,TRUE,TRUE,,1,,,1,,,1,1,0.6666666667,0.6666666667,,,1,1,1,1,1,1,1
10435,What is the region of the successor of Mr. Jerome B. Chaffee ?,3,2,1,0,12,http://dbpedia.org/resource/Jerome_B._Chaffee,3,TRUE,TRUE,TRUE,1,1,0,,,0,,1,1,1,0.6666666667,,,1,0,0.4,1,1,1,1
10436,Was Zambezi originate in the north western province of zambia ?,3,0,2,0,10,"http://dbpedia.org/resource/Zambezi,http://dbpedia.org/resource/North-Western_Province,_Zambia",1,FALSE,TRUE,TRUE,0.4,0.6666666667,0.4,,,0.2857142857,0.4,,0.4,0.3333333333,0.5,,,0,0.4,0,0.5,,1,
10437,Who first ascented a mountain of Cathedral Peak (California) ?,2,1,1,0,9,http://dbpedia.org/resource/Cathedral_Peak_(California),2,FALSE,FALSE,TRUE,0,1,0,,,0.6666666667,0,0,0,0,0.5,,,0,0,,0,0,1,
10438,What awards did the film director of The Haunted House win ?,3,2,1,0,11,http://dbpedia.org/resource/The_Haunted_House_(1929_film),3,FALSE,FALSE,TRUE,0,0,0,,0,0,,0,0,0,0,0,,,0,0,0,0,1,0
10439,"What all is produced by companies in Douglas, Isle of Man ?",4,2,1,1,11,"http://dbpedia.org/resource/Douglas,_Isle_of_Man",4,FALSE,TRUE,FALSE,,0.8,,,0,,0,,1,0,,1,,,0,1,0,0,1,0
10440,"What is the number of occupation of the people who died in tampa bay, florida ?",3,2,1,0,15,"http://dbpedia.org/resource/Tampa,_Florida",2,FALSE,FALSE,FALSE,,,,,,0,0,,,0,0,,,,0,0,,,,
10441,What is the municipality of Liberty Bell ?,2,1,1,0,7,http://dbpedia.org/resource/Liberty_Bell,2,FALSE,TRUE,TRUE,1,1,0.6666666667,,,0.6666666667,,0.6666666667,0.6666666667,0,0,0,,,0.6666666667,0,1,0,1,
10442,How many fictional characters are there in a series in which Craig Robinson acted ?,4,2,1,1,14,http://dbpedia.org/resource/Craig_Robinson_(actor),2,FALSE,FALSE,TRUE,1,1,0.6666666667,,,0.6666666667,,0.6666666667,0.6666666667,0,0,0,,1,,0,1,0.6666666667,1,
10443,Which television show is the subsequent work of Frasier and the opening theme is Gary Portnoy ?,5,2,2,1,16,"http://dbpedia.org/resource/Frasier,http://dbpedia.org/resource/Gary_Portnoy",1,FALSE,TRUE,TRUE,0.5,1,0.5,,,1,,0.5,0.3333333333,0.6666666667,0.5,,,0.5,0.4,0.6666666667,0.6666666667,0.4,1,
10444,in which country does the river end which originates in Lebrsnik ?,3,2,1,0,11,http://dbpedia.org/resource/Lebršnik,1,FALSE,FALSE,TRUE,,1,,,,,,1,1,0,0,1,,1,1,0.6666666667,1,1,,
10445,Which country's largest city is Lima ?,2,1,1,0,6,http://dbpedia.org/resource/Lima,1,FALSE,TRUE,TRUE,1,,1,1,0,1,1,1,1,0,0.6666666667,0,,,1,0,1,1,1,0
10446,List the awards given to the relatives of Gregorios Bernardakis. ?,3,2,1,0,10,http://dbpedia.org/resource/Gregorios_Bernardakis,2,FALSE,TRUE,TRUE,,1,,,,,,,,1,0,0,,,0,0,,,1,
10447,Count all the games whose distributors are located in America ?,3,0,1,0,10,http://dbpedia.org/resource/United_States,2,FALSE,FALSE,FALSE,,,,0,0,,0,0,,,0,0,0,,0,0.6666666667,0,0,1,0
10448,Which non fiction of the Thud is also the field of the Jon Speelman ?,4,2,2,0,14,"http://dbpedia.org/resource/Thud!,http://dbpedia.org/resource/Jon_Speelman",1,FALSE,FALSE,TRUE,1,0.6666666667,1,,,0.5,,1,1,0.5,0.5,,,0.6666666667,0.8,0.3333333333,0.6666666667,0.8,1,
10449,What is the owning organisation of the Ford Kansas City Assembly Plant and also the builder of the Ford Y-block engine ?,4,2,2,0,21,"http://dbpedia.org/resource/Ford_Kansas_City_Assembly_Plant,http://dbpedia.org/resource/Ford_Y-block_engine",5,FALSE,TRUE,TRUE,0.6666666667,1,0.6666666667,0,0.6666666667,1,,,0.6666666667,1,0.6666666667,,,0.6666666667,0.4,0.5,0.6666666667,0.6666666667,1,1
10450,List the former partner of the figure skaters whose former choreographer was Igor Shpillband. ?,4,2,1,1,14,http://dbpedia.org/resource/Igor_Shpillband,2,FALSE,TRUE,TRUE,,,0,,,0,,,0,0,,0,,,0,0,,,,
10451,What is the title of Kakae ?,2,0,1,0,6,http://dbpedia.org/resource/Kakae,1,FALSE,TRUE,TRUE,1,1,1,,,1,0,1,1,1,0,,,,1,,1,1,1,0
10452,What is the birth city of the Salford City F.C players ?,4,2,1,1,11,http://dbpedia.org/resource/Salford_City_F.C.,3,TRUE,FALSE,TRUE,,1,1,,1,1,,,0,1,1,,,0,1,1,0,,,
10453,"To what other locations does the airlines have flights, who also fly to Birmingham ?",4,1,1,1,14,http://dbpedia.org/resource/Birmingham_Airport,1,FALSE,FALSE,TRUE,0,,0,0,,0,0,0,0,0.6666666667,0,0,,,0,0,0,0,1,
10454,How many states does the Pioneer corporation operate in ?,2,0,1,0,9,http://dbpedia.org/resource/Pioneer_Corporation,2,FALSE,TRUE,FALSE,1,1,1,,,1,,0,1,1,,1,,1,0,0.6666666667,,0,,
10455,How many people are there whose children died in Indiana ?,4,2,1,1,10,http://dbpedia.org/resource/Indiana,1,FALSE,TRUE,TRUE,1,,1,1,0,1,1,1,1,0,,,0,,0.6666666667,,1,0.6666666667,1,0
10456,Which mountain range is the one with Ponte d'Aveneyre and Le Gibloux ?,4,2,2,0,12,"http://dbpedia.org/resource/Pointe_d'Aveneyre,http://dbpedia.org/resource/Le_Gibloux",2,FALSE,FALSE,FALSE,,0.6666666667,0.5,,,0.5,,,0.5,0.5,0.6666666667,,,0.6666666667,0.4,0.4,0.6666666667,0.5,1,
10457,What is the appliance which uses the central processing unit manufactured by Marvell Technology Group ?,3,1,1,1,15,http://dbpedia.org/resource/Marvell_Technology_Group,3,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.6666666667,,1,0.6666666667,,0.6666666667,0.5,0.4,0.5,0,,0.6666666667,0.6666666667,,1,0.6666666667,1,1
10458,What is the military branch of John Tower ?,2,1,1,0,8,http://dbpedia.org/resource/John_Tower,2,FALSE,TRUE,TRUE,1,1,1,,,1,,1,1,1,0,,,1,0.6666666667,0.5,1,0.6666666667,1,
10459,How many people used to play in the youthclub of FC Barcelona ?,2,0,1,0,12,http://dbpedia.org/resource/FC_Barcelona,2,FALSE,TRUE,TRUE,1,1,1,,,1,1,,1,1,,,,1,1,,1,1,1,
10460,Count the number of offices held by people who have their allegiances with the american civil war union ?,3,0,1,0,18,http://dbpedia.org/resource/Union_(American_Civil_War),1,FALSE,FALSE,FALSE,,0,,,,0,,0,0,0,0,0,,,0,0,,0,,
10461,Who are the relatives of the character after which Quagmire's Quagmire was made ?,3,2,1,0,13,http://dbpedia.org/resource/Quagmire's_Quagmire,2,FALSE,TRUE,TRUE,0,1,0,,,0,,0,,0,0,,,,0,0,,,,
10462,Who are the tenants of MasterCard Centre ?,2,0,1,0,7,http://dbpedia.org/resource/MasterCard_Centre,2,FALSE,TRUE,TRUE,1,1,1,0,1,1,,,1,1,1,,,1,1,0.6666666667,1,1,1,1
10463,Is nintendo in the video games industry ?,3,0,2,0,7,"http://dbpedia.org/resource/Nintendo,http://dbpedia.org/resource/Video_game",1,FALSE,TRUE,FALSE,,,0.6666666667,,,1,,0.6666666667,0,0.5,0.5,,,,,0,,0,,
10464,"Which award that has been given to James F Obrien, had used Laemmle Theatres for some service ?",4,2,2,0,17,"http://dbpedia.org/resource/Laemmle_Theatres,http://dbpedia.org/resource/James_F._O'Brien",2,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.6666666667,,0.6666666667,0.6666666667,,0.6666666667,0.6666666667,0.6666666667,0.5,0,,0.6666666667,0.6666666667,0,,0.6666666667,,
10465,Does the croton river flow into the hudson ?,3,1,2,0,8,"http://dbpedia.org/resource/Hudson_River,http://dbpedia.org/resource/Croton_River",2,FALSE,FALSE,FALSE,,0.6666666667,,,,1,,,,0.8,0.6666666667,,,,,0.5,,,,
10466,Count all the band members who are in Bands which have signed up with Entertainment One Music ?,3,1,1,0,17,http://dbpedia.org/resource/Entertainment_One_Music,3,FALSE,TRUE,TRUE,0,1,0,,,0,,0,0,0.6666666667,0,,,0,,,0,0,,
10467,Who is the editor of Hearth and Home ?,2,1,1,0,8,http://dbpedia.org/resource/Hearth_and_Home,3,FALSE,TRUE,FALSE,,,,,,,,0,,,0.6666666667,,,,0,,,0,,
10468,Mike Shinoda is in which band ?,2,1,1,0,6,http://dbpedia.org/resource/Mike_Shinoda,2,FALSE,TRUE,TRUE,1,1,1,1,,1,,1,1,0.6666666667,,,,1,,0.6666666667,1,1,1,
10469,How many tenants are there in the Mercedes Benz Superdome ?,2,1,1,0,10,http://dbpedia.org/resource/Mercedes-Benz_Superdome,3,FALSE,FALSE,TRUE,1,1,0.6666666667,,,0.6666666667,,0.6666666667,1,1,0.6666666667,1,,1,1,1,1,0.6666666667,,
10470,What is the religion of the successor of Chatumongol Sonakul ?,3,2,1,0,10,http://dbpedia.org/resource/Chatumongol_Sonakul,2,FALSE,TRUE,TRUE,,1,1,,1,1,,1,1,0.6666666667,0,,,1,1,0,1,1,1,1
10471,Which associated band of the Teddy Riley is also the performer of the Before I Let You Go ?,4,2,2,0,18,"http://dbpedia.org/resource/Teddy_Riley,http://dbpedia.org/resource/Before_I_Let_You_Go",2,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0,0.6666666667,,0.6666666667,0.6666666667,1,,,,0.6666666667,,0.2857142857,0.6666666667,,1,0
10472,How many developers have worked on games of the Oddworld series ?,3,2,1,0,11,http://dbpedia.org/resource/Oddworld,1,FALSE,TRUE,TRUE,1,1,1,,,1,,,1,0.4,0,1,,1,,1,1,,,
10473,Count everyone who was in a youthclub chaired by Josep Maria Bartomeu ?,3,0,1,0,12,http://dbpedia.org/resource/Josep_Maria_Bartomeu,3,FALSE,TRUE,TRUE,1,1,,1,1,,,0.6666666667,1,1,,,0,1,1,0.6666666667,1,0.6666666667,1,1
10474,Is Peter Piper Pizza in the pizza industry ?,3,1,2,0,8,"http://dbpedia.org/resource/Peter_Piper_Pizza,http://dbpedia.org/resource/Pizza",3,FALSE,TRUE,TRUE,,0.6666666667,,,0.6666666667,0.5,,0.6666666667,0,0.6666666667,0.8,,,0.6666666667,0.6666666667,0.4,0.6666666667,0.6666666667,1,1
10475,How many local authorities manage mixed gender schools ?,3,2,1,0,8,http://dbpedia.org/resource/Mixed-sex_education,3,FALSE,FALSE,FALSE,,,,,,,,,0,0.5,,0,,,,0,,0,,
10476,What are some apes ?,2,1,1,0,4,http://dbpedia.org/resource/Ape,1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
10477,What is the alma mater of the scientist who is known for Rational analysis ?,4,2,1,1,14,http://dbpedia.org/resource/Rational_analysis,2,FALSE,TRUE,FALSE,,,,,,0,,,,0,0,,,,0,,0,,,
10478,name the mountain range of Le Gibloux ?,2,1,1,0,7,http://dbpedia.org/resource/Le_Gibloux,2,FALSE,TRUE,TRUE,,1,0.6666666667,,,0.6666666667,,,0.6666666667,0.6666666667,0.6666666667,,,1,0.6666666667,0.6666666667,1,0.6666666667,1,
10479,Is Peter Crouch currently in the Stoke City FC ?,3,0,2,0,9,"http://dbpedia.org/resource/Peter_Crouch,http://dbpedia.org/resource/Stoke_City_F.C.",2,FALSE,TRUE,TRUE,1,1,1,0.6666666667,,1,1,1,1,1,1,,0,1,1,0.8,1,1,1,0.6666666667
10480,Is Lloyd  Nosler the editor of The Temptress ?,3,1,2,0,8,"http://dbpedia.org/resource/The_Temptress,http://dbpedia.org/resource/Lloyd_Nosler",2,FALSE,TRUE,TRUE,0,,0,0,,0.5,,0,0,0.4,0,,,,0,,,,,
10481,How many Thesaban towns are there ?,3,0,1,1,6,http://dbpedia.org/resource/Thesaban,1,FALSE,TRUE,TRUE,,,,,,,,1,,,0,1,,,1,1,1,,,
10482,Did Oliver Sacks study at the Columbia University ?,3,1,2,0,8,"http://dbpedia.org/resource/Oliver_Sacks,http://dbpedia.org/resource/Columbia_University",2,FALSE,TRUE,TRUE,0.5,1,0.5,,,1,1,0.5,0.5,0.8,1,,,0.5,0.5,0.8,0.5,,1,
10483,How many other genere are there of the radio stations whose one of the genre  is Classic rock ?,3,2,1,0,18,http://dbpedia.org/resource/Classic_rock,2,FALSE,TRUE,FALSE,1,1,1,,,1,,0.6666666667,0.6666666667,0.6666666667,0,,,,0,0,,0,,
10484,name the races where bobby beasley took part ?,2,1,1,0,8,http://dbpedia.org/resource/Bobby_Beasley,2,FALSE,TRUE,FALSE,,1,,,,1,0,,,0.6666666667,0,,,,,0,,,1,
10485,What is the content license of Darcs ?,2,1,1,0,7,http://dbpedia.org/resource/Darcs,1,FALSE,TRUE,TRUE,,1,,,,,,,,0.6666666667,0,,,,,,,,,
10486,How many items belong to the Science Fiction genre ?,2,0,1,0,9,http://dbpedia.org/resource/Science_fiction,2,FALSE,TRUE,TRUE,,,,,,,,1,1,0.6666666667,,,,,1,0.3333333333,,0,,
10487,Count the cities whihch are on the same sea as that of Miami ?,3,0,1,0,13,http://dbpedia.org/resource/Miami,1,FALSE,TRUE,TRUE,1,,1,1,,1,1,0.6666666667,1,0,0,,,,1,0,1,1,1,
10488,How many scientist became famous for the battle of Occupation of Japan ?,4,1,1,1,12,http://dbpedia.org/resource/Occupation_of_Japan,3,FALSE,TRUE,FALSE,0,1,0,0,,0,,,0,0.6666666667,0.6666666667,,0,,0,0.5,0,0,1,0
10489,Name the river whose mouth mountain is Southend-on-Sea and mouth place is Essex ?,5,2,2,1,13,"http://dbpedia.org/resource/Southend-on-Sea,http://dbpedia.org/resource/Essex",1,TRUE,TRUE,TRUE,0.5,0.6666666667,0.5,,0.5,1,1,0.5,0.5,0.8,0.5,,,0,0.4,0,0.6666666667,0.4,1,0
10490,In how many countries does the Zurich Affoltern am Albis Zug line go ?,4,1,1,1,13,http://dbpedia.org/resource/Zürich–Affoltern_am_Albis–Zug_railway_line,6,FALSE,FALSE,FALSE,0,0,0,0,,0,,,,0,0,0,,,0,0,0,0,,
10491,Give me the count of all people who ascented a peak in California ?,4,2,1,1,13,http://dbpedia.org/resource/California,1,FALSE,TRUE,TRUE,1,0,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,
10492,What people are known to work for Johnny Cash ?,3,0,1,1,9,http://dbpedia.org/resource/Johnny_Cash,2,FALSE,TRUE,TRUE,1,1,1,,,1,1,1,1,0.6666666667,,,,1,1,1,1,1,1,
10493,What rivers originate from Australian Alps ?,3,1,1,1,6,http://dbpedia.org/resource/Australian_Alps,2,FALSE,TRUE,TRUE,0,1,0,,0,1,0,,0,0.6666666667,,0,,0,0,0.6666666667,0,0,1,1
10494,What is the nationality of the J. T. Krogh which is also the  sovereign state of the Camilla Martin ?,4,2,2,0,19,"http://dbpedia.org/resource/J._T._Krogh,http://dbpedia.org/resource/Camilla_Martin",3,TRUE,TRUE,TRUE,0.6666666667,1,0.6666666667,,0.6666666667,0.6666666667,,0.5,0.5,0.8,0.5,0.5,0,0.6666666667,0.3333333333,0.2857142857,0.6666666667,0.4,1,1
10495,What is the television show whose sculptor is C. E. Webber and composed by Murray Gold ?,5,2,2,1,16,"http://dbpedia.org/resource/C._E._Webber,http://dbpedia.org/resource/Murray_Gold",3,TRUE,TRUE,TRUE,1,1,0.6666666667,,,0.5,,1,0.8,0.8,0.5,,,1,0.4,0.5714285714,1,1,1,
10496,In how many different places have people beatified by Pope Pius X died ?,4,0,1,1,13,http://dbpedia.org/resource/Pope_Pius_X,3,FALSE,TRUE,TRUE,0,0.6666666667,0,,,0.6666666667,,0,0,1,0.6666666667,,,0,0,1,1,0,1,0
10497,How many groups have fought in wars where Richard Taylor fought too ?,4,0,1,1,12,http://dbpedia.org/resource/Richard_Taylor_(colonel),2,FALSE,FALSE,TRUE,0,0,0,,0,0,,0,0,0,0,,,0,0,0,0,0,1,0
10498,Is Halyna Kukhar the former coach of Stanislav Morozov ?,3,1,2,0,9,"http://dbpedia.org/resource/Stanislav_Morozov,http://dbpedia.org/resource/Halyna_Kukhar",2,FALSE,TRUE,TRUE,1,1,0.6666666667,,0.5,0.6666666667,,1,1,1,0.6666666667,,,1,1,0.5,1,0.8,1,0.5
10499,Who directed the haunted house and alice in wonderland ?,4,2,2,0,9,"http://dbpedia.org/resource/Alice's_Wonderland,http://dbpedia.org/resource/The_Haunted_House_(1929_film)",3,FALSE,FALSE,FALSE,,0,0,,,0,,0,0,0,,0,,0,,0,,0,,
10500,Count the sports played at universities located in Urban Areas ?,3,2,1,0,10,http://dbpedia.org/resource/Urban_area,2,FALSE,FALSE,TRUE,,,,,1,,,0.6666666667,,,0,0,,,0,0,1,0,1,0
10501,Which wars were fought by the commander whose deputy was Robert T. Herres ?,4,2,1,1,13,http://dbpedia.org/resource/Robert_T._Herres,3,TRUE,TRUE,TRUE,,1,,0,0,,,1,1,1,0.5,,,1,0,0,1,1,1,0
10502,Is the Bucyrus MT6300AC assembled in north america ?,3,0,2,0,8,"http://dbpedia.org/resource/Bucyrus_MT6300AC,http://dbpedia.org/resource/North_America",2,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.6666666667,,,1,0,0.6666666667,0.6666666667,1,1,0.6666666667,,,0,1,0.6666666667,0.6666666667,1,
10503,What is the game platform of Google Cloud Connect ?,2,1,1,0,9,http://dbpedia.org/resource/Google_Cloud_Connect,3,FALSE,TRUE,TRUE,,1,,0,0,1,,,0,0.5,,,0,,,,0,,1,1
10504,Who develops the computation platform of Microsoft Expression Encoder ?,3,2,1,0,9,http://dbpedia.org/resource/Microsoft_Expression_Encoder,3,FALSE,TRUE,TRUE,,0.6666666667,,0,,1,,,,0.6666666667,0,,,0,0,0.6666666667,0,0,1,
10505,In how many places can I find tombs of people who fought in the Norwalk Trainband ?,3,1,1,0,16,http://dbpedia.org/resource/Norwalk_Trainband,2,FALSE,TRUE,TRUE,0,,0,,,0,,,0,0,,,,,,,,,,
10506,Which movies' composers have won a BAFTA for film music ?,4,2,1,1,10,http://dbpedia.org/resource/BAFTA_Award_for_Best_Film_Music,4,FALSE,FALSE,FALSE,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,,
10507,Is Microsoft office written in C++ ?,3,0,2,0,6,"http://dbpedia.org/resource/Microsoft_Office,http://dbpedia.org/resource/C++",2,FALSE,TRUE,FALSE,0,0.6666666667,0,0,,0,0.6666666667,,,0.6666666667,0.6666666667,0,,,0,0.6666666667,0,,1,
10508,Was the altazor drawn by Picasso ?,3,0,2,0,6,"http://dbpedia.org/resource/Altazor,http://dbpedia.org/resource/Pablo_Picasso",1,FALSE,TRUE,FALSE,0.6666666667,,0.6666666667,,0,0.5,,0.6666666667,0.6666666667,0.6666666667,,0.5,,,0.6666666667,0.5,0.6666666667,0.6666666667,1,0
10509,How many people used to play for Toronto Argonauts ?,2,1,1,0,9,http://dbpedia.org/resource/Toronto_Argonauts,2,FALSE,TRUE,TRUE,1,1,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,1,
10510,In how many languages did Marika Gombitova sing ?,3,0,1,0,8,http://dbpedia.org/resource/Marika_Gombitová,2,FALSE,FALSE,TRUE,,1,,,1,,,1,,,1,1,,1,1,0.6666666667,1,1,,
10511,What is the common party of Chandra Shekhar and Govinda ?,4,2,2,0,10,"http://dbpedia.org/resource/Chandra_Shekhar,http://dbpedia.org/resource/Govinda_(actor)",2,FALSE,TRUE,TRUE,0.5,0.6666666667,0.6666666667,,0.5,0.6666666667,,0.5,0.5,0.5,0.5,,,,0.5,,0.5,0.6666666667,1,0.5
10512,How many different songwriters have had their songs recorded in London ?,3,2,1,0,11,http://dbpedia.org/resource/London,1,FALSE,TRUE,TRUE,1,,1,1,0,1,1,0.6666666667,0.6666666667,0.5,0.5,1,0,,1,0,1,0.6666666667,1,0
10513,Which is the university of Vanderbilt Commodores ?,2,1,1,0,7,http://dbpedia.org/resource/Vanderbilt_Commodores,2,FALSE,TRUE,TRUE,1,,1,0,,0,,1,1,0.6666666667,0.6666666667,0,,,1,0,1,1,1,0
10514,Which is the common nation of Louisa Hill and American Football Wellington from ?,4,2,2,0,13,"http://dbpedia.org/resource/Louisa_Hill,http://dbpedia.org/resource/American_Football_Wellington",2,FALSE,TRUE,TRUE,,1,0.6666666667,0,0,0.6666666667,,,1,1,0.6666666667,1,0,1,1,0.8,0.5,1,1,0
10515,Was robert sarvis a nominee of the US Senate ?,3,1,2,0,9,"http://dbpedia.org/resource/Robert_Sarvis,http://dbpedia.org/resource/United_States_Senate",2,FALSE,TRUE,FALSE,0,0.6666666667,0.6666666667,,,1,,,0.6666666667,0.8,0.5,,,,0.6666666667,0.8,0.6666666667,0.6666666667,1,
10516,"How many home stadium are there, of the soccer club seasons whose chairman is Merritt Paulson ?",3,1,1,0,16,http://dbpedia.org/resource/Merritt_Paulson,2,FALSE,TRUE,TRUE,1,1,1,0,1,0.6666666667,,1,1,0.5,0,,,1,0.6666666667,0.25,1,0.6666666667,1,1
10517,who all play for of the american football players at  Quarterback position ?,4,1,1,1,12,http://dbpedia.org/resource/Quarterback,1,FALSE,TRUE,TRUE,,0,0,,,0,,0.6666666667,,0.5,0,,,0,0.6666666667,0,,,,
10518,In which region was political figure Wayne Allard elected ?,2,1,1,0,9,http://dbpedia.org/resource/Wayne_Allard,2,FALSE,TRUE,TRUE,1,1,1,0,,1,,1,1,1,0.5,,0,1,0.6666666667,0.5,1,1,1,
